conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,

1,192.168.2.3,ec2-23-21-79-77.compute-1.amazonaws.com,55633,443,1494126299.792530 , 1494126300.255617 ,             12,             10,              0,              0,             11,             10,              8,              2,              0,              0,              0,              0,              0,              0,           1589,           6089,              3,              7,           1589,           6089,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1280,           1448,            126,             51,            529,            869,          99200,          33792,          87616,          15872,              0,              0,          95517,          19854,            183,           5869,              1,              5,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.252,          0.249,         2925.8,         2964.2,              0,              0,           3431,          13149,
2,192.168.2.3,edge-star-shv-01-dft4.facebook.com,53432,443,1494126299.914016 , 1494126300.335661 ,             10,              8,              0,              0,              9,              8,              6,              2,              0,              0,              0,              0,              0,              0,            798,           4809,              3,              5,            798,           4809,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,            488,           1398,            126,            258,            265,            961,         101632,          30208,          87616,          29184,              0,              0,          94464,          29476,            184,           1398,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.142,          0.301,         2845.8,         2888.8,              0,              0,           1893,          11405,
3,192.168.2.3,47.127.154.104.bc.googleusercontent.com,39472,443,1494126300.788233 , 1494126301.125721 ,             11,              8,              0,              0,             10,              8,              6,              1,              0,              0,              0,              0,              0,              0,            906,           4772,              4,              6,            906,           4772,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/0,            1/0,            Y/Y,            Y/Y,              6,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1240,            310,           1228,            126,            274,            226,            795,         102336,          27776,          87616,          25728,              0,              0,          94502,          26166,            187,           2922,              1,              3,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.195,          0.190,         2055.7,         2089.8,              0,              0,           2685,          14140,
4,192.168.2.3,178.162.216.177,60503,443,1494126300.815436 , 1494126301.616603 ,             12,             10,              2,              2,              9,              8,              4,              0,              0,              0,              0,              0,              0,              0,           1470,           4027,              4,              6,           1470,           4027,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              4,            1/1,            1/1,            Y/Y,            Y/Y,              6,             10,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1133,           1448,             31,             31,            367,            671,          99200,          32768,          87616,          30720,              0,              0,          77218,          24576,            180,           1448,              1,              1,           1439,           3996,18446744073709551585,18446744073709551585,              0,              0,              0,              0,          0.481,          0.347,          158.5,          178.8,              0,              0,           1835,           5026,
5,192.168.2.3,a23-48-108-62.deploy.static.akamaitechnologies.com,33543,443,1494126300.864564 , 1494126301.102562 ,             14,             12,              2,              2,             11,             10,              6,              1,              0,              0,              0,              0,              0,              0,           1448,           5532,              4,              7,           1448,           5532,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              5,            1/1,            1/1,            Y/Y,            Y/Y,              6,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1101,           1448,             31,             31,            361,            790,          99200,          32928,          87616,          30048,              0,              0,          80822,          25370,            190,           4926,              1,              4,           1417,           5501,18446744073709551585,18446744073709551585,              0,              0,              0,              0,          0.155,          0.131,           43.6,           70.4,              0,              0,           6084,          23244,
6,192.168.2.3,178.162.216.177,46847,443,1494126301.494424 , 1494126302.397789 ,              8,              8,              1,              1,              7,              7,              2,              2,              0,              0,              0,              0,              0,              0,           1783,            403,              4,              3,           1783,            403,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              3,            1/0,            1/1,            Y/Y,            Y/Y,              6,             10,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1184,            235,             31,             31,            445,            134,          88704,          32768,          87616,          30720,              0,              0,          75254,          27501,            517,            137,              1,              1,             NA,            404,             NA,              1,              0,              0,              0,              0,          0.573,          0.399,          229.4,          231.8,              0,              0,           1974,            446,
7,192.168.2.3,178.162.216.177,33295,443,1494126302.304844 , 1494126303.181445 ,              8,              8,              1,              1,              7,              7,              2,              2,              0,              0,              0,              0,              0,              0,           1768,            403,              4,              3,           1768,            403,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              3,            1/0,            1/1,            Y/Y,            Y/Y,              6,             10,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1169,            235,             31,             31,            441,            134,          88704,          32768,          87616,          30720,              0,              0,          75254,          27501,            517,            137,              1,              1,             NA,            404,             NA,              1,              0,              0,              0,              0,          0.533,          0.377,          214.7,          212.5,              0,              0,           2017,            460,
